# Recovery of a sinusoidal phase imprinted by a light shift, one run per injected frequency
# From Baynham et al., arXiv:2504.09158, doi:10.5281/zenodo.19592552 (CC BY 4.0), Fig. 5a
# Sources: data_analysis/data/intermediate_data/signal_fitting_results_by_frequency.csv (final iteration), and data_analysis/data/precomputed_true_signals/signal_extraction_*.npz, reduced as 'data_analysis/figures/Figure 5a.ipynb' does
# Columns: injected_hz, the run's nominal frequency; curve, 'fit' for the likelihood of a sinusoid fitted to the differential phase
#   (logL above its minimum) or 'true' for the periodogram of the light-shift drive; f_hz, trial frequency; value, normalised to unit peak
injected_hz,curve,f_hz,value
0.01,true,0.010075169434250119,0.00471017
0.01,true,0.010075324521582961,0.00494142
0.01,true,0.010075479608915803,0.00517874
0.01,true,0.010075634696248646,0.00542187
0.01,true,0.010075789783581488,0.00567052
0.01,true,0.01007594487091433,0.00592442
0.01,true,0.010076022414580752,0.00605325
0.01,true,0.010076099958247172,0.00618329
0.01,true,0.010076255045580016,0.00644686
0.01,true,0.010076410132912859,0.00671483
0.01,true,0.010076565220245701,0.00698694
0.01,true,0.010076720307578543,0.0072629
0.01,true,0.010076797851244962,0.00740224
0.01,true,0.010076875394911386,0.00754244
0.01,true,0.010077030482244228,0.00782527
0.01,true,0.01007718556957707,0.00811111
0.01,true,0.010077340656909912,0.0083997
0.01,true,0.010077495744242755,0.00869074
0.01,true,0.010077573287909175,0.0088371
0.01,true,0.0100791241612376,0.0118267
0.01,true,0.010080675034566023,0.0147574
0.01,true,0.010082225907894447,0.0173931
0.01,true,0.010083776781222872,0.0195391
0.01,true,0.010085327654551295,0.0210519
0.01,true,0.01008687852787972,0.0218445
0.01,true,0.010088429401208143,0.0218882
0.01,true,0.010089980274536567,0.0212092
0.01,true,0.01009153114786499,0.0198823
0.01,true,0.010092306584529202,0.0190102
0.01,true,0.010093082021193415,0.0180214
0.01,true,0.01009463289452184,0.0157679
0.01,true,0.010096183767850262,0.0132781
0.01,true,0.010097734641178687,0.0107108
0.01,true,0.01009928551450711,0.0082158
0.01,true,0.010100836387835535,0.00592458
0.01,true,0.01010238726116396,0.00394287
0.01,true,0.010103938134492382,0.00234612
0.01,true,0.010105489007820807,0.00117745
0.01,true,0.01010703988114923,0.000448102
0.01,true,0.010107815317813441,0.000243548
0.01,true,0.010108590754477655,0.000139941
0.01,true,0.010110141627806078,0.000209695
0.01,true,0.010111692501134502,0.000594459
0.01,true,0.010113243374462927,0.00121799
0.01,true,0.01011479424779135,0.00199731
0.01,true,0.010115569684455563,0.00241925
0.01,true,0.010116345121119774,0.00284929
0.01,true,0.010117895994448197,0.00369658
0.01,true,0.010119446867776622,0.00447284
0.01,true,0.010120997741105045,0.0051266
0.01,true,0.01012254861443347,0.00562383
0.01,true,0.010123324051097681,0.00580817
0.01,true,0.010124099487761894,0.00594895
0.01,true,0.010125650361090317,0.00610422
0.01,true,0.010127201234418742,0.00610773
0.01,true,0.010128752107747165,0.00599018
0.01,true,0.01013030298107559,0.0057908
0.01,true,0.010131853854404013,0.00555279
0.01,true,0.010133404727732437,0.00531871
0.01,true,0.010134955601060862,0.00512634
0.01,true,0.010136506474389285,0.00500525
0.01,true,0.01013805734771771,0.00497435
0.01,true,0.010138832784381921,0.00499538
0.01,true,0.010139608221046132,0.00504064
0.01,true,0.010141159094374557,0.00519918
0.01,true,0.010142709967702982,0.00543408
0.01,true,0.010144260841031405,0.00572056
0.01,true,0.01014581171435983,0.00602763
0.01,true,0.010147362587688252,0.00632137
0.01,true,0.010148913461016677,0.00656822
0.01,true,0.0101504643343451,0.0067383
0.01,true,0.010152015207673525,0.0068083
0.03,fit,0.029942373491132275,0.0370375
0.03,fit,0.029942503507994926,0.037607
0.03,fit,0.02994263352542214,0.0381763
0.03,fit,0.029942763543413922,0.0387449
0.03,fit,0.029942893561970288,0.0393124
0.03,fit,0.02994302358109121,0.0398783
0.03,fit,0.029943153600776703,0.0404423
0.03,fit,0.029943283621026773,0.0410039
0.03,fit,0.029943413641841422,0.0415627
0.03,fit,0.029943543663220655,0.0421181
0.03,fit,0.02994367368516447,0.0426697
0.03,fit,0.02994380370767287,0.0432172
0.03,fit,0.029943933730745873,0.04376
0.03,fit,0.029944063754383455,0.0442976
0.03,fit,0.029944193778585627,0.0448296
0.03,fit,0.029944323803352397,0.0453555
0.03,fit,0.029944453828683763,0.0458748
0.03,fit,0.02994458385457973,0.0463871
0.03,fit,0.029944713881040304,0.0468919
0.03,fit,0.02994484390806548,0.0473888
0.03,fit,0.02994497393565528,0.0478771
0.03,fit,0.029945103963809675,0.0483566
0.03,fit,0.029945233992528682,0.0488266
0.03,fit,0.029945364021812308,0.0492868
0.03,fit,0.02994549405166055,0.0497367
0.03,fit,0.02994562408207341,0.0501757
0.03,fit,0.029945754113050897,0.0506035
0.03,fit,0.029945884144593007,0.0510196
0.03,fit,0.02994601417669976,0.0514235
0.03,fit,0.02994614420937113,0.0518149
0.03,fit,0.029946274242607127,0.0521931
0.03,fit,0.029946404276407764,0.052558
0.03,fit,0.029946534310773036,0.0529089
0.03,fit,0.02994666434570295,0.0532455
0.03,fit,0.029946794381197506,0.0535673
0.03,fit,0.029946924417256705,0.0538741
0.03,fit,0.02994705445388057,0.0541653
0.03,fit,0.029947184491069066,0.0544407
0.03,fit,0.029947314528822214,0.0546998
0.03,fit,0.02994744456714002,0.0549423
0.03,fit,0.02994757460602248,0.0551678
0.03,fit,0.0299477046454696,0.055376
0.03,fit,0.029947834685481383,0.0555666
0.03,fit,0.029947964726057832,0.0557392
0.03,fit,0.029948094767198962,0.0558937
0.03,fit,0.029948224808904744,0.0560296
0.03,fit,0.0299483548511752,0.0561468
0.03,fit,0.02994848489401033,0.056245
0.03,fit,0.029948614937410137,0.0563239
0.03,fit,0.029948744981374623,0.0563834
0.03,fit,0.02994887502590379,0.0564232
0.03,fit,0.02994900507099764,0.0564431
0.03,fit,0.029949135116656193,0.0564431
0.03,fit,0.02994926516287942,0.0564229
0.03,fit,0.02994939520966734,0.0563824
0.03,fit,0.02994952525701995,0.0563215
0.03,fit,0.029949655304937258,0.0562401
0.03,fit,0.029949785353419266,0.0561382
0.03,fit,0.029949915402465974,0.0560157
0.03,fit,0.029950045452077387,0.0558725
0.03,fit,0.029950175502253523,0.0557087
0.03,fit,0.029950305552994348,0.0555243
0.03,fit,0.029950435604299885,0.0553193
0.03,fit,0.029950565656170137,0.0550936
0.03,fit,0.029950695708605105,0.0548476
0.03,fit,0.029950825761604793,0.0545811
0.03,fit,0.029950955815169197,0.0542944
0.03,fit,0.02995108586929833,0.0539875
0.03,fit,0.0299512159239922,0.0536606
0.03,fit,0.029951345979250785,0.053314
0.03,fit,0.029951476035074098,0.0529478
0.03,fit,0.029951606091462146,0.0525622
0.03,fit,0.02995173614841493,0.0521574
0.03,fit,0.029951866205932452,0.0517339
0.03,fit,0.029951996264014714,0.0512917
0.03,fit,0.02995212632266172,0.0508313
0.03,fit,0.029952256381873484,0.050353
0.03,fit,0.02995238644164998,0.0498571
0.03,fit,0.029952516501991232,0.049344
0.03,fit,0.029952646562897232,0.048814
0.03,fit,0.02995277662436799,0.0482677
0.03,fit,0.0299529066864035,0.0477055
0.03,fit,0.029953036749003778,0.0471277
0.03,fit,0.029953166812168815,0.0465349
0.03,fit,0.029953296875898632,0.0459275
0.03,fit,0.0299534269401932,0.0453061
0.03,fit,0.029953557005052537,0.0446711
0.03,fit,0.02995368707047665,0.0440232
0.03,fit,0.029953817136465537,0.0433629
0.03,fit,0.0299539472030192,0.0426908
0.03,fit,0.029954077270137644,0.0420074
0.03,fit,0.02995420733782087,0.0413134
0.03,fit,0.029954337406068895,0.0406094
0.03,fit,0.02995446747488169,0.039896
0.03,fit,0.029954597544259276,0.0391739
0.03,fit,0.029954727614201655,0.0384437
0.03,fit,0.02995485768470883,0.0377061
0.03,fit,0.029954987755780798,0.0369619
0.03,fit,0.02995511782741757,0.0362116
0.03,fit,0.02995524789961914,0.035456
0.03,fit,0.029955377972385528,0.0346958
0.03,fit,0.02995550804571671,0.0339317
0.03,fit,0.0299556381196127,0.0331644
0.03,fit,0.029955768194073504,0.0323948
0.03,fit,0.029955898269099123,0.0316234
0.03,fit,0.029956028344689554,0.0308511
0.03,fit,0.029956158420844807,0.0300786
0.03,fit,0.029956288497564883,0.0293067
0.03,fit,0.029956418574849795,0.028536
0.03,fit,0.02995654865269952,0.0277674
0.03,fit,0.02995667873111407,0.0270015
0.03,fit,0.029956808810093456,0.0262392
0.03,fit,0.02995693888963767,0.0254812
0.03,fit,0.029957068969746724,0.0247281
0.03,fit,0.029957199050420616,0.0239808
0.03,fit,0.02995732913165935,0.02324
0.03,fit,0.029957459213462944,0.0225064
0.03,fit,0.029957589295831366,0.0217806
0.03,fit,0.029957719378764635,0.0210635
0.03,fit,0.029957849462262758,0.0203556
0.03,fit,0.029957979546325734,0.0196578
0.03,fit,0.029958109630953564,0.0189706
0.03,fit,0.029958239716146254,0.0182947
0.03,fit,0.029958369801903802,0.0176308
0.03,fit,0.02995849988822623,0.0169794
0.03,fit,0.029958629975113508,0.0163413
0.03,fit,0.029958760062565655,0.0157169
0.03,fit,0.029958890150582673,0.0151069
0.03,fit,0.029959020239164563,0.0145119
0.03,fit,0.029959150328311326,0.0139324
0.03,fit,0.02995928041802297,0.0133689
0.03,fit,0.029959410508299495,0.0128218
0.03,fit,0.029959540599140914,0.0122918
0.03,fit,0.029959670690547207,0.0117793
0.03,fit,0.029959800782518385,0.0112846
0.03,fit,0.029959930875054455,0.0108082
0.03,fit,0.029960060968155417,0.0103505
0.03,fit,0.02996019106182127,0.00991186
0.03,fit,0.029960321156052027,0.00949261
0.03,fit,0.02996045125084768,0.00909305
0.03,fit,0.02996058134620825,0.00871347
0.03,fit,0.029960711442133713,0.00835413
0.03,fit,0.02996084153862408,0.00801525
0.03,fit,0.02996097163567936,0.00769704
0.03,fit,0.029961101733299546,0.00739966
0.03,fit,0.029961231831484653,0.00712326
0.03,fit,0.029961361930234676,0.00686796
0.03,fit,0.029961492029549616,0.00663383
0.03,fit,0.029961622129429495,0.00642093
0.03,fit,0.02996175222987428,0.00622928
0.03,fit,0.029961882330883996,0.00605888
0.03,fit,0.02996201243245864,0.00590969
0.03,fit,0.029962142534598217,0.00578165
0.03,fit,0.029962272637302726,0.00567466
0.03,fit,0.029962402740572172,0.00558858
0.03,fit,0.02996253284440656,0.00552327
0.03,fit,0.0299626629488059,0.00547854
0.03,fit,0.029962793053770174,0.00545417
0.03,fit,0.029962923159299392,0.00544992
0.03,fit,0.029963053265393558,0.0054655
0.03,fit,0.029963183372052674,0.00550062
0.03,fit,0.02996331347927675,0.00555495
0.03,fit,0.029963443587065777,0.00562811
0.03,fit,0.029963573695419764,0.00571972
0.03,fit,0.029963703804338725,0.00582936
0.03,fit,0.029963833913822638,0.0059566
0.03,fit,0.02996396402387152,0.00610096
0.03,fit,0.029964094134485364,0.00626194
0.03,fit,0.02996422424566418,0.00643903
0.03,fit,0.029964354357407973,0.00663168
0.03,fit,0.02996448446971674,0.00683932
0.03,fit,0.029964614582590487,0.00706135
0.03,fit,0.02996474469602923,0.00729718
0.03,fit,0.02996487481003294,0.00754616
0.03,fit,0.029965004924601635,0.00780763
0.03,fit,0.029965135039735316,0.00808092
0.03,fit,0.029965265155433993,0.00836535
0.03,fit,0.02996539527169766,0.00866019
0.03,fit,0.029965525388526322,0.00896472
0.03,fit,0.029965655505919984,0.0092782
0.03,fit,0.029965785623878662,0.00959987
0.03,fit,0.029965915742402326,0.00992896
0.03,fit,0.029966045861490997,0.0102647
0.03,fit,0.029966175981144674,0.0106063
0.03,fit,0.02996630610136336,0.0109529
0.03,fit,0.029966436222147064,0.0113037
0.03,fit,0.029966566343495777,0.0116579
0.03,fit,0.029966696465409514,0.0120147
0.03,fit,0.02996682658788828,0.0123733
0.03,fit,0.02996695671093206,0.0127327
0.03,fit,0.02996708683454086,0.0130923
0.03,fit,0.02996721695871469,0.013451
0.03,fit,0.029967347083453548,0.0138081
0.03,fit,0.029967477208757438,0.0141628
0.03,fit,0.029967607334626365,0.0145142
0.03,fit,0.029967737461060327,0.0148615
0.03,fit,0.029967867588059346,0.0152038
0.03,fit,0.02996799771562339,0.0155403
0.03,fit,0.02996812784375248,0.0158702
0.03,fit,0.029968257972446618,0.0161928
0.03,fit,0.029968388101705806,0.0165071
0.03,fit,0.02996851823153004,0.0168125
0.03,fit,0.029968648361919335,0.0171081
0.03,fit,0.029968778492873684,0.0173933
0.03,fit,0.02996890862439311,0.0176672
0.03,fit,0.029969038756477582,0.0179292
0.03,fit,0.029969168889127117,0.0181785
0.03,fit,0.029969299022341717,0.0184145
0.03,fit,0.02996942915612139,0.0186365
0.03,fit,0.02996955929046613,0.0188438
0.03,fit,0.029969689425375947,0.019036
0.03,fit,0.029969819560850843,0.0192122
0.03,fit,0.02996994969689083,0.0193721
0.03,fit,0.029970079833495884,0.0195151
0.03,fit,0.02997020997066602,0.0196406
0.03,fit,0.029970340108401244,0.0197483
0.03,fit,0.029970470246701558,0.0198376
0.03,fit,0.029970600385566964,0.0199081
0.03,fit,0.02997073052499746,0.0199595
0.03,fit,0.029970860664993056,0.0199915
0.03,fit,0.029970990805553762,0.0200037
0.03,fit,0.029971120946679555,0.0199958
0.03,fit,0.029971251088370454,0.0199677
0.03,fit,0.029971381230626457,0.0199192
0.03,fit,0.029971511373447567,0.0198501
0.03,fit,0.02997164151683379,0.0197603
0.03,fit,0.029971771660785126,0.0196498
0.03,fit,0.029971901805301578,0.0195185
0.03,fit,0.029972031950383164,0.0193665
0.03,fit,0.029972162096029854,0.0191938
0.03,fit,0.02997229224224167,0.0190007
0.03,fit,0.029972422389018608,0.0187871
0.03,fit,0.029972552536360674,0.0185535
0.03,fit,0.029972682684267872,0.0183
0.03,fit,0.029972812832740205,0.0180269
0.03,fit,0.02997294298177767,0.0177346
0.03,fit,0.029973073131380288,0.0174237
0.03,fit,0.029973203281548035,0.0170944
0.03,fit,0.02997333343228092,0.0167474
0.03,fit,0.029973463583578955,0.0163831
0.03,fit,0.029973593735442134,0.0160024
0.03,fit,0.029973723887870465,0.0156058
0.03,fit,0.02997385404086395,0.0151941
0.03,fit,0.029973984194422584,0.014768
0.03,fit,0.029974114348546396,0.0143285
0.03,fit,0.029974244503235353,0.0138764
0.03,fit,0.02997437465848947,0.0134127
0.03,fit,0.029974504814308755,0.0129384
0.03,fit,0.029974634970693203,0.0124546
0.03,fit,0.029974765127642824,0.0119623
0.03,fit,0.029974895285157618,0.0114629
0.03,fit,0.029975025443237584,0.0109574
0.03,fit,0.02997515560188274,0.0104473
0.03,fit,0.029975285761093068,0.0099338
0.03,fit,0.02997541592086857,0.00941835
0.03,fit,0.029975546081209264,0.0089024
0.03,fit,0.02997567624211514,0.00838745
0.03,fit,0.029975806403586207,0.00787506
0.03,fit,0.029975936565622464,0.00736685
0.03,fit,0.029976066728223918,0.00686447
0.03,fit,0.029976196891390583,0.00636963
0.03,fit,0.02997632705512243,0.0058841
0.03,fit,0.02997645721941948,0.00540969
0.03,fit,0.029976587384281737,0.00494826
0.03,fit,0.029976717549709198,0.00450171
0.03,fit,0.029976847715701867,0.004072
0.03,fit,0.02997697788225975,0.00366113
0.03,fit,0.029977108049382847,0.00327113
0.03,fit,0.029977238217071173,0.0029041
0.03,fit,0.029977368385324703,0.00256214
0.03,fit,0.02997749855414346,0.00224744
0.03,fit,0.029977628723527435,0.00196218
0.03,fit,0.029977758893476637,0.00170861
0.03,fit,0.029977889063991067,0.001489
0.03,fit,0.02997801923507073,0.00130566
0.03,fit,0.029978149406715626,0.00116093
0.03,fit,0.029978279578925772,0.00105716
0.03,fit,0.029978409751701143,0.00099676
0.03,fit,0.029978539925041753,0.000982143
0.03,fit,0.02997867009894761,0.00101575
0.03,fit,0.02997880027341871,0.00110006
0.03,fit,0.02997893044845506,0.00123753
0.03,fit,0.02997906062405666,0.00143069
0.03,fit,0.029979190800223512,0.00168203
0.03,fit,0.029979320976955635,0.0019941
0.03,fit,0.029979451154253003,0.00236942
0.03,fit,0.02997958133211563,0.00281054
0.03,fit,0.02997971151054352,0.00332001
0.03,fit,0.029979841689536674,0.00390039
0.03,fit,0.0299799718690951,0.00455422
0.03,fit,0.029980102049218794,0.00528405
0.03,fit,0.029980232229907762,0.00609242
0.03,fit,0.029980362411162018,0.00698188
0.03,fit,0.02998049259298154,0.00795494
0.03,fit,0.02998062277536634,0.00901412
0.03,fit,0.029980752958316422,0.0101619
0.03,fit,0.029980883141831793,0.0114008
0.03,fit,0.029981013325912447,0.0127332
0.03,fit,0.029981143510558392,0.0141615
0.03,fit,0.029981273695769632,0.0156882
0.03,fit,0.02998140388154618,0.0173157
0.03,fit,0.029981534067888012,0.0190461
0.03,fit,0.02998166425479514,0.020882
0.03,fit,0.029981794442267576,0.0228254
0.03,fit,0.02998192463030531,0.0248786
0.03,fit,0.02998205481890836,0.0270438
0.03,fit,0.02998218500807671,0.0293231
0.03,fit,0.029982315197810378,0.0317186
0.03,fit,0.029982445388109374,0.0342322
0.03,fit,0.029982575578973675,0.0368659
0.03,fit,0.02998270577040329,0.0396216
0.03,fit,0.029982835962398233,0.0425012
0.03,fit,0.029982966154958497,0.0455064
0.03,fit,0.029983096348084087,0.0486388
0.03,fit,0.02998322654177501,0.0519002
0.03,fit,0.02998335673603126,0.0552919
0.03,fit,0.029983486930852864,0.0588156
0.03,fit,0.029983617126239787,0.0624726
0.03,fit,0.02998374732219205,0.0662642
0.03,fit,0.02998387751870965,0.0701917
0.03,fit,0.0299840077157926,0.074256
0.03,fit,0.029984137913440893,0.0784584
0.03,fit,0.029984268111654538,0.0827997
0.03,fit,0.029984398310433532,0.0872809
0.03,fit,0.029984528509777897,0.0919026
0.03,fit,0.0299846587096876,0.0966655
0.03,fit,0.029984788910162666,0.10157
0.03,fit,0.02998491911120309,0.106617
0.03,fit,0.02998504931280888,0.111807
0.03,fit,0.029985179514980035,0.117139
0.03,fit,0.029985309717716558,0.122614
0.03,fit,0.02998543992101845,0.128233
0.03,fit,0.029985570124885737,0.133994
0.03,fit,0.029985700329318382,0.139898
0.03,fit,0.0299858305343164,0.145945
0.03,fit,0.029985960739879806,0.152133
0.03,fit,0.029986090946008594,0.158463
0.03,fit,0.029986221152702768,0.164934
0.03,fit,0.029986351359962325,0.171545
0.03,fit,0.029986481567787278,0.178295
0.03,fit,0.02998661177617764,0.185183
0.03,fit,0.02998674198513338,0.192209
0.03,fit,0.029986872194654516,0.19937
0.03,fit,0.029987002404741055,0.206665
0.03,fit,0.029987132615392997,0.214094
0.03,fit,0.029987262826610343,0.221654
0.03,fit,0.0299873930383931,0.229344
0.03,fit,0.029987523250741263,0.237161
0.03,fit,0.029987653463654857,0.245105
0.03,fit,0.029987783677133853,0.253172
0.03,fit,0.02998791389117826,0.261361
0.03,fit,0.029988044105788095,0.26967
0.03,fit,0.02998817432096335,0.278095
0.03,fit,0.029988304536704025,0.286635
0.03,fit,0.029988434753010135,0.295286
0.03,fit,0.02998856496988167,0.304047
0.03,fit,0.029988695187318653,0.312914
0.03,fit,0.029988825405321058,0.321883
0.03,fit,0.0299889556238889,0.330953
0.03,fit,0.02998908584302218,0.34012
0.03,fit,0.029989216062720904,0.349381
0.03,fit,0.02998934628298507,0.358731
0.03,fit,0.029989476503814685,0.368169
0.03,fit,0.029989606725209752,0.377689
0.03,fit,0.029989736947170283,0.387289
0.03,fit,0.029989867169696253,0.396965
0.03,fit,0.02998999739278768,0.406712
0.03,fit,0.02999012761644457,0.416527
0.03,fit,0.02999025784066692,0.426406
0.03,fit,0.029990388065454735,0.436345
0.03,fit,0.029990518290808014,0.446338
0.03,fit,0.029990648516726764,0.456383
0.03,fit,0.029990778743211002,0.466474
0.03,fit,0.0299909089702607,0.476608
0.03,fit,0.02999103919787587,0.486779
0.03,fit,0.02999116942605652,0.496984
0.03,fit,0.029991299654802656,0.507217
0.03,fit,0.02999142988411427,0.517473
0.03,fit,0.029991560113991376,0.527748
0.03,fit,0.02999169034443397,0.538038
0.03,fit,0.029991820575442068,0.548336
0.03,fit,0.029991950807015645,0.558639
0.03,fit,0.029992081039154718,0.568941
0.03,fit,0.029992211271859293,0.579237
0.03,fit,0.029992341505129368,0.589523
0.03,fit,0.029992471738964945,0.599792
0.03,fit,0.029992601973366027,0.61004
0.03,fit,0.02999273220833262,0.620262
0.03,fit,0.02999286244386474,0.630452
0.03,fit,0.029992992679962353,0.640606
0.03,fit,0.029993122916625488,0.650717
0.03,fit,0.02999325315385414,0.660781
0.03,fit,0.02999338339164831,0.670793
0.03,fit,0.029993513630008004,0.680747
0.03,fit,0.029993643868933224,0.690638
0.03,fit,0.029993774108423975,0.700461
0.03,fit,0.02999390434848027,0.71021
0.03,fit,0.029994034589102082,0.71988
0.03,fit,0.02999416483028943,0.729466
0.03,fit,0.029994295072042317,0.738962
0.03,fit,0.029994425314360744,0.748364
0.03,fit,0.029994555557244715,0.757666
0.03,fit,0.02999468580069423,0.766863
0.03,fit,0.029994816044709292,0.77595
0.03,fit,0.02999494628928992,0.784922
0.03,fit,0.029995076534436088,0.793773
0.03,fit,0.029995206780147807,0.8025
0.03,fit,0.029995337026425088,0.811095
0.03,fit,0.029995467273267927,0.819556
0.03,fit,0.029995597520676327,0.827876
0.03,fit,0.029995727768650293,0.836051
0.03,fit,0.02999585801718983,0.844076
0.03,fit,0.029995988266294946,0.851947
0.03,fit,0.029996118515965623,0.859659
0.03,fit,0.029996248766201876,0.867207
0.03,fit,0.029996379017003704,0.874587
0.03,fit,0.02999650926837111,0.881794
0.03,fit,0.029996639520304104,0.888824
0.03,fit,0.02999676977280268,0.895673
0.03,fit,0.02999690002586684,0.902336
0.03,fit,0.029997030279496607,0.90881
0.03,fit,0.02999716053369195,0.91509
0.03,fit,0.02999729078845289,0.921173
0.03,fit,0.029997421043779424,0.927054
0.03,fit,0.02999755129967156,0.932731
0.03,fit,0.029997681556129297,0.938199
0.03,fit,0.029997811813152638,0.943455
0.03,fit,0.029997942070741586,0.948496
0.03,fit,0.029998072328896157,0.953318
0.03,fit,0.02999820258761633,0.957918
0.03,fit,0.02999833284690211,0.962294
0.03,fit,0.029998463106753512,0.966442
0.03,fit,0.02999859336717053,0.970359
0.03,fit,0.02999872362815317,0.974044
0.03,fit,0.029998853889701433,0.977492
0.03,fit,0.029998984151815324,0.980703
0.03,fit,0.02999911441449486,0.983674
0.03,fit,0.02999924467774001,0.986402
0.03,fit,0.029999374941550794,0.988887
0.03,fit,0.029999505205927215,0.991125
0.03,fit,0.029999635470869274,0.993115
0.03,fit,0.029999765736376974,0.994856
0.03,fit,0.02999989600245032,0.996347
0.03,fit,0.03000002626908931,0.997585
0.03,fit,0.030000156536293964,0.99857
0.03,fit,0.030000286804064254,0.999302
0.03,fit,0.0300004170724002,0.999779
0.03,fit,0.030000547341301798,1
0.03,fit,0.030000677610769053,0.999966
0.03,fit,0.030000807880801974,0.999675
0.03,fit,0.030000938151400557,0.999128
0.03,fit,0.0300010684225648,0.998324
0.03,fit,0.030001198694294733,0.997265
0.03,fit,0.03000132896659032,0.995949
0.03,fit,0.030001459239451578,0.994378
0.03,fit,0.030001589512878516,0.992552
0.03,fit,0.030001719786871127,0.990472
0.03,fit,0.03000185006142942,0.988139
0.03,fit,0.030001980336553397,0.985554
0.03,fit,0.03000211061224306,0.982718
0.03,fit,0.030002240888498424,0.979632
0.03,fit,0.030002371165319463,0.976299
0.03,fit,0.030002501442706195,0.972719
0.03,fit,0.030002631720658625,0.968895
0.03,fit,0.03000276199917675,0.964829
0.03,fit,0.030002892278260574,0.960523
0.03,fit,0.030003022557910104,0.955979
0.03,fit,0.030003152838125338,0.951199
0.03,fit,0.030003283118906293,0.946187
0.03,fit,0.030003413400252945,0.940945
0.03,fit,0.030003543682165307,0.935475
0.03,fit,0.030003673964643384,0.929782
0.03,fit,0.03000380424768718,0.923868
0.03,fit,0.030003934531296694,0.917736
0.03,fit,0.030004064815471933,0.91139
0.03,fit,0.030004195100212894,0.904834
0.03,fit,0.030004325385519597,0.89807
0.03,fit,0.030004455671392018,0.891104
0.03,fit,0.030004585957830166,0.883939
0.03,fit,0.030004716244834053,0.876579
0.03,fit,0.030004846532403675,0.869028
0.03,fit,0.030004976820539035,0.86129
0.03,fit,0.03000510710924014,0.853371
0.03,fit,0.03000523739850699,0.845274
0.03,fit,0.0300053676883396,0.837004
0.03,fit,0.03000549797873794,0.828566
0.03,fit,0.030005628269702038,0.819965
0.03,fit,0.030005758561231888,0.811205
0.03,fit,0.030005888853327493,0.802292
0.03,fit,0.030006019145988858,0.793231
0.03,fit,0.030006149439215986,0.784027
0.03,fit,0.030006279733008876,0.774685
0.03,fit,0.03000641002736755,0.76521
0.03,fit,0.030006540322291976,0.755608
0.03,fit,0.030006670617782172,0.745885
0.03,fit,0.030006800913838144,0.736045
0.03,fit,0.030006931210459893,0.726095
0.03,fit,0.03000706150764742,0.716041
0.03,fit,0.030007191805400724,0.705886
0.03,fit,0.030007322103719817,0.695639
0.03,fit,0.03000745240260471,0.685303
0.03,fit,0.030007582702055374,0.674886
0.03,fit,0.03000771300207183,0.664392
0.03,fit,0.03000784330265408,0.653828
0.03,fit,0.03000797360380213,0.6432
0.03,fit,0.030008103905515972,0.632513
0.03,fit,0.03000823420779562,0.621773
0.03,fit,0.030008364510641067,0.610987
0.03,fit,0.030008494814052336,0.60016
0.03,fit,0.0300086251180294,0.589298
0.03,fit,0.030008755422572274,0.578406
0.03,fit,0.03000888572768096,0.567492
0.03,fit,0.030009016033355464,0.55656
0.03,fit,0.030009146339595782,0.545616
0.03,fit,0.030009276646401923,0.534667
0.03,fit,0.03000940695377389,0.523718
0.03,fit,0.03000953726171169,0.512775
0.03,fit,0.03000966757021531,0.501843
0.03,fit,0.030009797879284754,0.490928
0.03,fit,0.030009928188920034,0.480037
0.03,fit,0.03001005849912115,0.469173
0.03,fit,0.030010188809888105,0.458344
0.03,fit,0.030010319121220895,0.447553
0.03,fit,0.03001044943311953,0.436808
0.03,fit,0.030010579745584028,0.426112
0.03,fit,0.030010710058614356,0.415472
0.03,fit,0.030010840372210534,0.404892
0.03,fit,0.030010970686372564,0.394378
0.03,fit,0.03001110100110045,0.383934
0.03,fit,0.030011231316394195,0.373566
0.03,fit,0.030011361632253798,0.363278
0.03,fit,0.03001149194867926,0.353075
0.03,fit,0.030011622265670605,0.342961
0.03,fit,0.030011752583227802,0.332942
0.03,fit,0.03001188290135087,0.323022
0.03,fit,0.03001201322003981,0.313204
0.03,fit,0.03001214353929462,0.303494
0.03,fit,0.030012273859115313,0.293895
0.03,fit,0.03001240417950188,0.284411
0.03,fit,0.030012534500454335,0.275047
0.03,fit,0.030012664821972686,0.265805
0.03,fit,0.030012795144056907,0.256691
0.03,fit,0.03001292546670702,0.247706
0.03,fit,0.030013055789923023,0.238855
0.03,fit,0.03001318611370492,0.23014
0.03,fit,0.030013316438052717,0.221566
0.03,fit,0.030013446762966408,0.213134
0.03,fit,0.030013577088446004,0.204849
0.03,fit,0.030013707414491518,0.196711
0.03,fit,0.030013837741102927,0.188725
0.03,fit,0.03001396806828024,0.180893
0.03,fit,0.030014098396023467,0.173217
0.03,fit,0.030014228724332608,0.165699
0.03,fit,0.03001435905320766,0.158341
0.03,fit,0.030014489382648637,0.151145
0.03,fit,0.030014619712655535,0.144113
0.03,fit,0.03001475004322837,0.137247
0.03,fit,0.030014880374367118,0.130548
0.03,fit,0.030015010706071793,0.124018
0.03,fit,0.030015141038342397,0.117657
0.03,fit,0.030015271371178938,0.111467
0.03,fit,0.03001540170458141,0.105448
0.03,fit,0.030015532038549828,0.0996026
0.03,fit,0.03001566237308418,0.0939301
0.03,fit,0.030015792708184493,0.0884313
