# Low laser noise (LLN): injected common phase noise std. dev. 0 turns
# From Baynham et al., arXiv:2504.09158, doi:10.5281/zenodo.19592552 (CC BY 4.0)
# Source file: data_analysis/data/intermediate_data/excitation_fraction_corrected_with_phi_hln-lnl-repeat_63132_63134_63133_63135_63150_63149_63148_63151_63164_63163_63162_63331_63333_63332_0.csv
# Its header:
#   Excitation fraction dataset with debananaization applied and debug outputs included
#   Dataset description: hln-lnl-repeat
#   RIDs = 63132, 63134, 63133, 63135, 63150, 63149, 63148, 63151, 63164, 63163, 63162, 63331, 63333, 63332
#   atom_threshold_forward: 750000.0
#   atom_threshold_backward: 400000.0
#   Git version = 1ff632a-dirty
#   Scanned parameter = Std. dev. of both phase steps in turns
#   scanned parameter value = 0.0
#   phi units: radians
# Columns: shot index; t_s, seconds since the first shot of either run; phi_rad, applied clock laser phase step;
#   excitation_bottom / excitation_top, excitation fraction of the lower ('forward') and upper ('backward') interferometer
shot,t_s,phi_rad,excitation_bottom,excitation_top
16905,158977.325,5.775453,0.453538,0.494787
16906,158980.504,4.506123,0.247849,0.206699
16907,158983.683,3.300259,0.904832,0.892577
16908,158986.864,1.777063,0.084189,0.088193
16909,158990.057,5.521587,0.296270,0.317614
16910,158999.610,1.396263,0.200756,0.158696
16911,159002.806,0.634665,0.817349,0.789363
16912,159006.001,2.855993,0.676954,0.711359
16913,159009.196,1.586663,0.102787,0.095977
16914,159040.972,0.634665,0.846214,0.803048
16915,159047.314,0.507732,0.817547,0.792357
16916,159056.852,4.252257,0.416711,0.385460
16917,159063.225,4.188790,0.439245,0.359899
16918,159066.389,2.221328,0.166316,0.218443
16919,159069.569,1.269330,0.239382,0.220568
16920,159072.747,5.775453,0.510824,0.551530
16921,159075.911,2.284795,0.242856,0.314678
16922,159079.105,0.761598,0.681055,0.662093
16923,159082.300,4.442656,0.289085,0.276401
16924,159085.496,4.315723,0.411230,0.370024
16925,159088.755,4.823455,0.082181,0.077452
16926,159091.950,6.283185,0.845076,0.875220
16927,159095.177,1.650129,0.113020,0.095319
16928,159107.893,5.965853,0.686276,0.730369
16929,159111.073,5.902386,0.621273,0.668739
16930,159117.463,4.569589,0.218012,0.176701
16931,159127.096,5.331188,0.210876,0.242697
16932,159133.470,1.332797,0.252045,0.236312
16933,159139.844,5.267721,0.132480,0.158026
16934,159152.581,4.950388,0.080154,0.090425
16935,159155.773,2.030929,0.121931,0.150914
16936,159162.132,1.713596,0.089197,0.093778
16937,159171.733,2.475194,0.374931,0.413192
16938,159174.896,1.903996,0.115895,0.138431
16939,159178.092,2.729060,0.607608,0.649692
16940,159184.434,0.317333,0.919499,0.919260
16941,159197.917,3.363725,0.904972,0.884124
16942,159207.438,0.571199,0.823291,0.797095
16943,159216.949,2.538661,0.437341,0.508898
16944,159220.139,1.840529,0.093769,0.106918
16945,159229.709,5.013855,0.107319,0.113576
16946,159248.911,1.396263,0.224298,0.186735
16947,159252.090,3.744525,0.816537,0.786024
16948,159255.269,3.554125,0.865072,0.842697
16949,159261.643,1.142397,0.346970,0.313905
16950,159271.228,1.523196,0.142035,0.135326
16951,159274.439,4.759989,0.116828,0.114493
16952,159277.634,3.173326,0.881821,0.878702
16953,159287.268,1.967462,0.094739,0.120960
16954,159296.836,1.777063,0.082800,0.084229
16955,159300.015,5.077321,0.086635,0.106184
16956,159306.406,2.411728,0.362564,0.407123
16957,159319.170,3.046393,0.821472,0.854463
16958,159322.366,3.998391,0.616148,0.560222
16959,159328.772,5.648520,0.442675,0.471679
16960,159338.309,4.061857,0.531661,0.498480
16961,159341.472,2.157862,0.205458,0.237438
16962,159350.994,4.886922,0.090633,0.099758
16963,159360.548,3.300259,0.898510,0.880786
16964,159363.743,1.586663,0.146606,0.119008
16965,159366.922,2.602127,0.507786,0.538810
16966,159370.102,4.125324,0.526831,0.484038
16967,159373.280,3.681058,0.825569,0.765859
16968,159376.491,2.792527,0.627516,0.661940
16969,159382.834,0.888531,0.575257,0.524368
16970,159386.045,3.871458,0.795092,0.759748
16971,159392.419,5.394654,0.229346,0.278794
16972,159398.793,3.236792,0.903392,0.902831
16973,159421.111,3.109859,0.850698,0.871130
16974,159430.680,2.094395,0.154973,0.187955
16975,159437.072,2.348261,0.326716,0.382616
16976,159443.447,1.078931,0.517520,0.462419
16977,159449.868,0.253866,0.931981,0.901585
16978,159462.586,1.015464,0.486067,0.451741
16979,159465.779,0.126933,0.917024,0.911424
16980,159472.153,6.029319,0.754788,0.781795
16981,159478.528,3.490659,0.887917,0.874545
16982,159481.691,0.698132,0.704849,0.649019
16983,159484.872,5.711987,0.422976,0.451026
16984,159488.033,0.190400,0.920724,0.914997
16985,159491.230,3.427192,0.899480,0.895958
16986,159497.602,0.951998,0.625182,0.587868
16987,159503.976,3.934924,0.653074,0.623171
16988,159513.514,1.205864,0.318184,0.286663
16989,159516.693,0.444266,0.891471,0.861193
16990,159519.889,5.521587,0.272118,0.290579
16991,159523.083,6.092786,0.802502,0.832813
16992,159526.265,1.459730,0.180883,0.156511
16993,159535.770,2.982926,0.778166,0.807192
16994,159538.932,3.807991,0.774615,0.733119
16995,159542.142,4.379190,0.322880,0.296231
16996,159548.500,4.633056,0.157216,0.123045
16997,159551.679,4.696522,0.136035,0.124357
16998,159554.875,0.380799,0.904776,0.897041
16999,159564.428,0.063467,0.877781,0.878652
17000,159567.607,0.000000,0.877369,0.892903
17001,159570.818,5.458121,0.271056,0.309782
17002,159577.208,5.585054,0.442113,0.496106
17003,159580.372,3.617592,0.856886,0.829448
17004,159593.167,2.855993,0.672404,0.700839
17005,159605.995,0.825065,0.641054,0.605012
17006,159612.370,2.665594,0.596644,0.639437
17007,159625.104,5.140788,0.086362,0.107280
17008,159628.298,4.506123,0.218161,0.181419
17009,159631.460,5.204254,0.122031,0.142810
17010,159634.639,5.838920,0.603186,0.649908
17011,159644.241,6.219719,0.864291,0.880842
17012,159650.646,2.919460,0.737273,0.769830
17013,159657.036,6.156252,0.819509,0.842407
17014,159660.216,3.490659,0.908910,0.892201
17015,159669.738,2.221328,0.251623,0.288304
17016,159685.633,3.300259,0.907732,0.900574
17017,159692.040,0.126933,0.904393,0.904461
17018,159698.367,3.046393,0.844267,0.857846
17019,159704.725,3.109859,0.874345,0.893161
17020,159711.067,2.348261,0.285895,0.318333
17021,159720.668,5.267721,0.224891,0.262517
17022,159723.847,1.586663,0.116558,0.111947
17023,159736.580,2.602127,0.546483,0.551155
17024,159739.760,0.825065,0.566508,0.533887
17025,159752.511,0.761598,0.735763,0.694052
17026,159755.702,1.269330,0.309761,0.292731
17027,159758.897,0.698132,0.771533,0.755227
17028,159765.303,6.283185,0.864294,0.881722
17029,159768.514,4.569589,0.161898,0.144530
17030,159781.264,1.523196,0.157132,0.139595
17031,159784.441,3.363725,0.904866,0.902678
17032,159794.043,0.507732,0.832827,0.814936
17033,159797.254,1.650129,0.094977,0.096441
17034,159803.597,0.571199,0.837751,0.803589
17035,159806.776,2.665594,0.568287,0.606336
17036,159813.134,3.998391,0.621564,0.557550
17037,159816.329,2.982926,0.858352,0.885165
17038,159819.525,5.902386,0.640256,0.677137
17039,159825.899,4.061857,0.590862,0.570759
17040,159829.110,1.078931,0.399584,0.368171
17041,159832.291,1.903996,0.101517,0.113360
17042,159835.484,3.617592,0.835869,0.821226
17043,159838.663,3.744525,0.800865,0.755844
17044,159845.038,5.521587,0.360833,0.400677
17045,159848.232,4.125324,0.518524,0.476305
17046,159851.428,3.236792,0.911056,0.905023
17047,159864.176,0.380799,0.903814,0.891569
17048,159867.387,0.190400,0.929135,0.927439
17049,159880.136,5.077321,0.109122,0.113912
17050,159886.494,6.219719,0.846263,0.853846
17051,159908.828,1.015464,0.545576,0.507764
17052,159918.367,5.775453,0.544245,0.588034
17053,159921.560,5.394654,0.238045,0.284848
17054,159931.134,5.648520,0.400640,0.432235
17055,159934.309,0.000000,0.885556,0.896233
17056,159937.504,2.855993,0.753157,0.760262
17057,159940.656,5.585054,0.411818,0.426043
17058,159943.910,1.142397,0.404850,0.369755
17059,159950.284,6.092786,0.781960,0.828565
17060,159982.126,6.156252,0.841285,0.854267
17061,159985.286,5.838920,0.551899,0.602175
17062,159988.481,2.919460,0.737220,0.775341
17063,160001.229,4.379190,0.290799,0.249185
17064,160004.409,2.411728,0.375364,0.395404
17065,160007.604,3.934924,0.686935,0.638142
17066,160017.177,1.713596,0.089173,0.098195
17067,160020.369,4.759989,0.095690,0.100736
17068,160023.547,3.871458,0.714262,0.673160
17069,160029.953,1.777063,0.079683,0.074570
17070,160033.117,0.888531,0.651277,0.610955
17071,160036.311,3.173326,0.878731,0.880189
17072,160045.865,2.094395,0.176630,0.200164
17073,160049.045,3.681058,0.825833,0.801484
17074,160052.207,1.840529,0.096477,0.091527
17075,160055.404,5.331188,0.216612,0.250028
17076,160058.566,2.792527,0.621271,0.674883
17077,160061.728,1.459730,0.159888,0.155906
17078,160077.928,2.284795,0.235798,0.301142
17079,160084.304,2.157862,0.179962,0.200791
17080,160087.481,5.458121,0.282603,0.318180
17081,160090.676,4.950388,0.087192,0.095952
17082,160100.230,2.729060,0.640130,0.685471
17083,160103.489,4.506123,0.257306,0.236712
17084,160106.668,0.063467,0.896474,0.895073
17085,160113.091,2.538661,0.499413,0.553510
17086,160116.268,2.030929,0.131406,0.149769
17087,160122.643,2.475194,0.458124,0.515470
17088,160132.180,0.634665,0.795200,0.748895
17089,160135.377,4.823455,0.094117,0.087684
17090,160141.702,0.253866,0.932775,0.923825
17091,160144.913,1.205864,0.340292,0.293763
17092,160157.678,1.967462,0.092517,0.109050
17093,160160.841,4.252257,0.361992,0.319893
17094,160164.021,4.315723,0.323549,0.303206
17095,160173.637,5.013855,0.101714,0.116115
17096,160176.832,4.696522,0.140890,0.112457
17097,160179.995,3.807991,0.718809,0.674150
17098,160183.144,4.886922,0.100128,0.086989
17099,160189.502,6.029319,0.733145,0.766004
17100,160202.185,1.332797,0.276944,0.251162
17101,160208.543,3.427192,0.910971,0.891798
17102,160221.244,4.442656,0.266109,0.244877
17103,160230.893,1.396263,0.241667,0.220127
17104,160243.625,0.951998,0.550950,0.498306
17105,160246.820,5.140788,0.107516,0.139819
17106,160262.732,3.554125,0.869940,0.840250
17107,160265.895,0.317333,0.917906,0.888169
17108,160272.302,5.965853,0.725576,0.757097
17109,160278.676,0.444266,0.867318,0.848841
17110,160285.036,4.188790,0.467371,0.431550
17111,160291.426,5.204254,0.123808,0.136426
17112,160294.619,5.711987,0.440286,0.471266
17113,160297.832,5.711987,0.469595,0.520414
17114,160301.026,2.030929,0.104043,0.114206
17115,160304.253,4.696522,0.138495,0.133205
17116,160307.416,4.759989,0.138114,0.126259
17117,160317.001,3.046393,0.828753,0.858777
17118,160320.196,1.777063,0.088770,0.091839
17119,160326.586,5.077321,0.097982,0.114119
17120,160329.765,1.205864,0.371136,0.327196
17121,160339.287,4.125324,0.429455,0.418408
17122,160342.450,3.871458,0.692505,0.664677
17123,160348.811,0.380799,0.905226,0.874761
17124,160352.003,5.331188,0.179611,0.202024
17125,160355.219,4.252257,0.391810,0.360162
17126,160358.410,3.807991,0.771583,0.754619
17127,160364.800,4.061857,0.559744,0.514811
17128,160371.159,5.458121,0.199283,0.223435
17129,160374.353,3.554125,0.888197,0.879988
17130,160377.548,3.998391,0.621942,0.582113
17131,160387.102,0.571199,0.787699,0.753136
17132,160396.687,3.427192,0.906673,0.900346
17133,160406.224,4.379190,0.265886,0.219499
17134,160412.567,6.283185,0.872145,0.886988
17135,160418.926,2.284795,0.274283,0.321351
17136,160422.105,0.951998,0.595940,0.551664
17137,160425.285,5.267721,0.168111,0.212478
17138,160431.642,0.507732,0.825706,0.806470
17139,160438.080,1.015464,0.482437,0.460517
17140,160441.259,3.363725,0.905697,0.902082
17141,160444.422,5.902386,0.652344,0.706722
17142,160454.023,5.013855,0.091851,0.100513
17143,160457.203,2.792527,0.591681,0.639990
17144,160460.383,2.665594,0.609793,0.644869
17145,160463.561,2.919460,0.779001,0.821808
17146,160479.601,3.300259,0.905704,0.901732
17147,160489.154,0.698132,0.764162,0.729970
17148,160495.528,2.094395,0.167801,0.174912
17149,160498.691,0.063467,0.876879,0.896974
17150,160508.214,4.823455,0.091350,0.082900
17151,160511.391,5.140788,0.125783,0.165934
17152,160514.587,2.475194,0.468637,0.515583
17153,160517.766,6.219719,0.820871,0.840070
17154,160540.101,5.394654,0.215739,0.250148
17155,160543.295,3.109859,0.873787,0.896916
17156,160559.207,4.188790,0.453195,0.422817
17157,160575.135,1.713596,0.085449,0.083316
17158,160578.330,1.332797,0.263688,0.215767
17159,160581.541,1.459730,0.165510,0.163031
17160,160584.704,1.078931,0.456239,0.404581
17161,160591.079,6.156252,0.817619,0.832852
17162,160594.273,3.934924,0.651952,0.594609
17163,160597.470,1.650129,0.118219,0.097090
17164,160600.679,1.142397,0.397399,0.345344
17165,160603.874,2.348261,0.281713,0.313601
17166,160616.624,4.315723,0.344184,0.313281
17167,160619.834,5.965853,0.739886,0.765094
17168,160623.013,5.204254,0.129938,0.154937
17169,160629.387,5.585054,0.348401,0.405893
17170,160632.583,3.617592,0.827909,0.804606
17171,160635.778,5.838920,0.602924,0.650810
17172,160658.048,0.126933,0.917473,0.920749
17173,160661.243,2.538661,0.486042,0.505616
17174,160670.782,2.411728,0.331644,0.373945
17175,160673.976,4.506123,0.230278,0.211598
17176,160677.187,2.157862,0.229821,0.278488
17177,160686.740,1.396263,0.224366,0.206284
17178,160689.908,0.761598,0.700415,0.667354
17179,160705.800,5.648520,0.414979,0.442255
17180,160708.978,3.744525,0.801419,0.771287
17181,160712.125,0.444266,0.917468,0.883438
17182,160715.337,3.173326,0.879308,0.888168
17183,160718.499,2.855993,0.670412,0.714757
17184,160724.874,0.253866,0.923254,0.926470
17185,160734.379,3.681058,0.820187,0.778555
17186,160740.721,0.317333,0.916027,0.920166
17187,160743.884,1.903996,0.108357,0.112375
17188,160762.992,2.221328,0.189757,0.201761
17189,160782.130,3.490659,0.890038,0.860472
17190,160788.537,6.029319,0.747821,0.774719
17191,160794.926,2.982926,0.771303,0.825517
17192,160798.090,0.000000,0.870154,0.897289
17193,160807.643,4.950388,0.085273,0.107028
17194,160823.587,1.586663,0.134472,0.108593
17195,160826.768,4.886922,0.079526,0.068228
17196,160833.156,4.442656,0.321950,0.280559
17197,160845.905,5.775453,0.538766,0.589833
17198,160849.084,0.825065,0.662734,0.630917
17199,160855.461,1.967462,0.118138,0.149943
17200,160858.637,0.888531,0.615295,0.574076
17201,160861.835,2.602127,0.505203,0.564767
17202,160865.012,5.521587,0.335912,0.371442
17203,160884.136,2.729060,0.620672,0.636556
17204,160887.297,1.840529,0.090990,0.094647
17205,160890.476,1.523196,0.149592,0.118625
17206,160896.819,4.569589,0.231758,0.202027
17207,160906.436,0.190400,0.920855,0.918491
17208,160919.173,0.634665,0.807775,0.766975
17209,160922.348,3.236792,0.894480,0.910388
17210,160928.738,1.269330,0.298174,0.262528
17211,160931.901,4.633056,0.200595,0.167428
17212,160935.068,1.903996,0.100615,0.110739
17213,160941.456,5.267721,0.168618,0.190635
17214,160944.634,0.825065,0.654813,0.621004
17215,160951.024,4.252257,0.422062,0.388826
17216,160954.203,5.585054,0.358715,0.396786
17217,160963.725,4.125324,0.524037,0.474472
17218,160966.904,0.000000,0.892437,0.912469
17219,160970.099,2.729060,0.600196,0.639193
17220,160976.474,3.554125,0.870017,0.847452
17221,160979.653,5.711987,0.484917,0.507094
17222,160992.450,2.030929,0.105075,0.112027
17223,160995.660,3.681058,0.833149,0.824479
17224,161002.019,4.696522,0.148794,0.145155
17225,161005.200,0.253866,0.941120,0.937694
17226,161017.882,1.967462,0.109826,0.124650
17227,161021.063,5.521587,0.297761,0.327437
17228,161024.241,1.523196,0.124025,0.125642
17229,161030.615,5.838920,0.573688,0.606130
17230,161040.184,0.761598,0.727473,0.692267
17231,161049.754,3.617592,0.862193,0.834896
17232,161052.933,5.458121,0.319297,0.358433
17233,161056.128,2.538661,0.509949,0.543963
17234,161068.877,2.094395,0.150733,0.174297
17235,161084.853,0.317333,0.911700,0.908703
17236,161088.048,5.394654,0.223762,0.236722
17237,161091.211,4.506123,0.235890,0.195610
17238,161094.390,1.713596,0.112419,0.094105
17239,161103.960,2.348261,0.323944,0.369073
17240,161107.122,1.332797,0.189594,0.181644
17241,161110.318,1.078931,0.434123,0.377704
17242,161119.887,0.698132,0.715823,0.680708
17243,161132.699,3.173326,0.891559,0.905376
17244,161135.895,3.807991,0.758239,0.731804
17245,161139.073,0.063467,0.866218,0.882208
17246,161145.480,1.396263,0.179731,0.167531
17247,161148.675,5.965853,0.683903,0.730677
17248,161155.066,3.427192,0.898191,0.894699
17249,161161.440,2.221328,0.264171,0.300534
17250,161167.782,6.219719,0.836443,0.851129
17251,161177.320,3.046393,0.858831,0.872336
17252,161180.501,1.459730,0.149619,0.133113
17253,161193.247,1.015464,0.543398,0.493524
17254,161196.411,4.759989,0.128855,0.122305
17255,161202.754,0.507732,0.864295,0.836311
17256,161209.079,1.777063,0.081167,0.093165
17257,161247.373,2.284795,0.264308,0.295754
17258,161250.569,4.442656,0.307469,0.265133
17259,161260.201,2.855993,0.685451,0.725357
17260,161263.397,0.444266,0.901051,0.881383
17261,161269.803,2.919460,0.734898,0.771549
17262,161272.982,0.951998,0.579580,0.530194
17263,161279.373,0.888531,0.597800,0.537813
17264,161285.746,3.236792,0.889606,0.896275
17265,161298.511,4.633056,0.117789,0.084436
17266,161311.324,2.665594,0.605681,0.637474
17267,161314.519,3.300259,0.904024,0.912970
17268,161320.957,6.283185,0.877326,0.893372
17269,161346.409,4.061857,0.578481,0.539195
17270,161352.780,0.571199,0.853439,0.818620
17271,161356.055,0.190400,0.927745,0.922872
17272,161359.250,3.998391,0.636414,0.591422
17273,161362.446,4.315723,0.345262,0.303215
17274,161365.641,0.634665,0.832005,0.792191
17275,161372.001,5.204254,0.126323,0.152282
17276,161375.178,2.475194,0.451444,0.486431
17277,161387.894,6.156252,0.870246,0.888203
17278,161394.300,1.142397,0.404488,0.356737
17279,161400.675,0.126933,0.904968,0.925423
17280,161403.870,5.077321,0.084979,0.094996
17281,161407.049,2.602127,0.612091,0.645561
17282,161410.245,1.269330,0.276190,0.226741
17283,161413.439,3.744525,0.811827,0.791923
17284,161423.040,3.490659,0.907379,0.893100
17285,161426.219,2.982926,0.743953,0.784720
17286,161429.384,2.792527,0.706374,0.733011
17287,161435.821,5.331188,0.201590,0.224846
17288,161439.019,1.205864,0.365035,0.312805
17289,161445.438,2.157862,0.162019,0.189443
17290,161448.617,1.586663,0.134049,0.142697
17291,161451.801,4.886922,0.074017,0.063351
17292,161454.975,1.650129,0.127016,0.116105
17293,161458.186,3.871458,0.700592,0.652631
17294,161464.593,4.379190,0.320093,0.288182
17295,161467.772,3.363725,0.915066,0.912638
17296,161477.373,5.140788,0.104449,0.116806
17297,161480.569,3.109859,0.808572,0.842776
17298,161490.138,0.380799,0.911970,0.898683
17299,161496.512,3.934924,0.668720,0.612979
17300,161499.675,4.950388,0.075549,0.081778
17301,161502.855,6.029319,0.764245,0.785358
17302,161512.407,1.840529,0.087830,0.093979
17303,161515.586,4.188790,0.493733,0.444573
17304,161518.782,5.775453,0.472027,0.509982
17305,161528.303,5.013855,0.119074,0.142119
17306,161537.856,4.569589,0.171303,0.155923
17307,161541.035,4.823455,0.121034,0.094998
17308,161544.215,5.902386,0.568579,0.635336
17309,161547.396,2.411728,0.393908,0.428667
17310,161550.589,6.092786,0.745186,0.775929
17311,161553.816,5.648520,0.445136,0.474238
17312,161572.875,3.807991,0.766207,0.699644
17313,161595.160,5.331188,0.177841,0.222032
17314,161604.747,2.284795,0.235597,0.288949
17315,161614.316,4.633056,0.152606,0.142587
17316,161623.901,5.521587,0.341688,0.402522
17317,161627.096,3.363725,0.913289,0.904155
17318,161633.503,3.617592,0.871841,0.839477
17319,161643.041,0.507732,0.878670,0.860248
17320,161646.219,3.744525,0.804790,0.777923
17321,161649.403,0.951998,0.534562,0.485361
17322,161652.578,2.538661,0.479742,0.526981
17323,161658.967,2.221328,0.182017,0.207077
17324,161662.227,1.586663,0.119463,0.114784
17325,161668.617,5.585054,0.418710,0.445475
17326,161671.828,4.569589,0.185481,0.153606
17327,161675.023,3.871458,0.762112,0.717649
17328,161678.218,1.396263,0.170001,0.147717
17329,161687.835,5.394654,0.201293,0.226239
17330,161691.015,2.982926,0.800917,0.811456
17331,161694.194,1.713596,0.104689,0.083041
17332,161697.373,3.490659,0.871784,0.857388
17333,161716.480,0.888531,0.628149,0.584968
17334,161719.675,1.777063,0.085077,0.094962
17335,161732.472,5.648520,0.449798,0.474014
17336,161735.635,1.078931,0.438216,0.409307
17337,161741.995,1.459730,0.174619,0.150003
17338,161745.188,2.030929,0.127219,0.139809
17339,161751.501,6.283185,0.893735,0.881540
17340,161754.694,0.126933,0.893066,0.902730
17341,161764.248,1.269330,0.372728,0.308397
17342,161773.803,3.173326,0.878280,0.880232
17343,161776.981,3.236792,0.853230,0.876492
17344,161783.403,5.458121,0.332595,0.360456
17345,161786.614,4.950388,0.070808,0.070762
17346,161799.362,0.825065,0.578486,0.547467
17347,161802.557,1.650129,0.100897,0.084353
17348,161805.752,5.965853,0.685680,0.701100
17349,161808.932,6.156252,0.820441,0.832810
17350,161812.127,2.475194,0.476745,0.483155
17351,161815.321,5.013855,0.084889,0.109620
17352,161824.876,5.838920,0.542368,0.582335
17353,161828.056,4.315723,0.377947,0.334183
17354,161831.234,1.205864,0.385995,0.346008
17355,161840.787,4.379190,0.367209,0.317636
17356,161847.145,4.442656,0.233295,0.217623
17357,161853.535,2.094395,0.148170,0.169649
17358,161859.878,3.554125,0.887312,0.859775
17359,161863.089,0.317333,0.910563,0.884849
17360,161869.431,6.029319,0.724459,0.747105
17361,161872.627,4.696522,0.143192,0.130681
17362,161875.789,2.855993,0.679041,0.715601
17363,161879.001,1.332797,0.234043,0.192400
17364,161894.899,4.759989,0.139830,0.128055
17365,161913.955,2.919460,0.790738,0.813509
17366,161917.134,0.063467,0.896335,0.887529
17367,161920.297,1.142397,0.366667,0.326912
17368,161923.476,1.015464,0.516216,0.473859
17369,161926.655,0.634665,0.771945,0.724763
17370,161929.867,3.934924,0.734694,0.710293
17371,161933.047,3.046393,0.833665,0.862349
17372,161939.421,2.602127,0.470757,0.516963
17373,161948.957,4.125324,0.530001,0.501500
17374,161961.737,0.698132,0.787283,0.759950
17375,161964.916,0.253866,0.915961,0.906674
17376,161968.127,3.300259,0.900039,0.895050
17377,161977.760,4.886922,0.107176,0.099644
17378,161987.330,5.267721,0.138443,0.183530
17379,161996.963,5.711987,0.528455,0.556704
17380,162003.337,2.665594,0.543917,0.574956
17381,162006.517,2.157862,0.201330,0.237801
17382,162009.696,0.000000,0.901439,0.909243
17383,162012.893,1.903996,0.090331,0.118818
17384,162016.054,5.140788,0.102885,0.131760
17385,162022.396,4.252257,0.391140,0.360190
17386,162025.591,3.681058,0.834075,0.806336
17387,162038.292,6.219719,0.843098,0.864832
17388,162047.829,0.571199,0.800003,0.784295
17389,162051.009,6.092786,0.788784,0.794133
17390,162054.172,2.411728,0.349159,0.415760
17391,162057.335,3.427192,0.913467,0.897900
17392,162063.693,1.840529,0.080370,0.096991
17393,162066.904,0.444266,0.895544,0.884157
17394,162070.115,4.061857,0.534328,0.488643
17395,162079.652,2.792527,0.654536,0.711638
17396,162086.027,5.902386,0.575837,0.640333
17397,162092.400,2.729060,0.615314,0.645213
17398,162105.119,5.775453,0.524854,0.561154
17399,162111.540,4.823455,0.084516,0.067734
17400,162114.718,5.204254,0.146111,0.167195
17401,162127.515,4.506123,0.208025,0.169273
17402,162133.953,1.967462,0.098266,0.117100
17403,162140.311,0.190400,0.919112,0.921897
17404,162162.678,0.761598,0.655691,0.615152
17405,162169.084,2.348261,0.277795,0.323068
17406,162175.414,5.077321,0.092390,0.103194
17407,162178.574,0.380799,0.902856,0.888553
17408,162191.306,1.523196,0.166072,0.140953
17409,162194.517,3.109859,0.825585,0.849272
17410,162197.712,3.998391,0.574595,0.533615
17411,162204.086,4.188790,0.515820,0.449442
17412,162210.460,6.156252,0.811645,0.829988
17413,162213.623,2.094395,0.105762,0.131909
17414,162216.788,6.219719,0.863513,0.877535
17415,162223.146,2.665594,0.559193,0.582056
17416,162239.041,5.013855,0.091767,0.091814
17417,162245.415,6.283185,0.882961,0.907201
17418,162251.790,0.380799,0.890084,0.872193
17419,162261.343,5.902386,0.630741,0.657576
17420,162264.542,5.838920,0.555184,0.586828
17421,162267.717,1.396263,0.214777,0.193389
17422,162270.912,4.188790,0.460916,0.405918
17423,162274.107,5.077321,0.106075,0.124098
17424,162277.302,5.965853,0.699150,0.709792
17425,162280.482,2.348261,0.299817,0.351414
17426,162286.824,0.888531,0.643862,0.611153
17427,162296.425,0.317333,0.929669,0.901164
17428,162302.799,0.761598,0.691062,0.642373
17429,162309.174,0.190400,0.913922,0.907386
17430,162315.580,3.236792,0.915323,0.906292
17431,162321.954,5.331188,0.199537,0.219149
17432,162325.149,1.713596,0.089313,0.088379
17433,162328.346,2.284795,0.262042,0.279218
17434,162331.539,4.696522,0.138642,0.126397
17435,162334.721,4.252257,0.363645,0.330565
17436,162337.945,4.569589,0.180875,0.167422
17437,162341.112,4.379190,0.338338,0.283735
17438,162347.482,3.871458,0.712444,0.648766
17439,162350.678,2.792527,0.718723,0.743861
17440,162360.263,4.061857,0.571270,0.537287
17441,162366.606,1.269330,0.271100,0.223323
17442,162379.354,6.029319,0.731261,0.742859
17443,162382.517,4.950388,0.082903,0.094690
17444,162388.860,0.951998,0.591873,0.574832
17445,162392.055,4.886922,0.099454,0.090267
17446,162401.592,4.759989,0.090700,0.092280
17447,162411.273,1.459730,0.192936,0.177969
17448,162414.452,3.617592,0.857460,0.828299
17449,162417.632,2.855993,0.705440,0.743728
17450,162420.811,2.538661,0.421753,0.460462
17451,162424.022,1.523196,0.141320,0.098043
17452,162430.428,2.030929,0.120297,0.145425
17453,162433.623,2.919460,0.742017,0.773220
17454,162436.802,4.315723,0.331344,0.291980
17455,162439.981,0.698132,0.746164,0.697628
17456,162449.551,0.507732,0.888185,0.869121
17457,162459.104,2.475194,0.374309,0.409471
17458,162465.510,5.394654,0.227650,0.273676
17459,162471.852,1.840529,0.089175,0.106600
17460,162475.031,3.934924,0.606793,0.560497
17461,162487.828,4.506123,0.211856,0.192408
17462,162491.007,3.807991,0.777810,0.739563
17463,162494.185,4.125324,0.536875,0.499129
17464,162507.014,2.602127,0.529434,0.580761
17465,162510.163,1.332797,0.243955,0.209477
17466,162516.552,0.571199,0.797699,0.779455
17467,162519.746,0.444266,0.897228,0.863348
17468,162522.943,1.205864,0.336727,0.304230
17469,162529.318,1.967462,0.101048,0.106713
17470,162542.000,1.078931,0.467892,0.415480
17471,162548.375,3.681058,0.814053,0.777440
17472,162554.765,3.363725,0.910073,0.899581
17473,162557.962,5.775453,0.520949,0.549316
17474,162567.514,5.267721,0.150289,0.182533
17475,162583.539,2.157862,0.157325,0.185094
17476,162586.717,4.823455,0.088646,0.083055
17477,162593.090,2.982926,0.820026,0.854199
17478,162599.465,0.634665,0.751920,0.726614
17479,162602.676,3.046393,0.827808,0.855174
17480,162612.229,2.221328,0.227765,0.259919
17481,162615.424,5.648520,0.442455,0.501264
17482,162618.620,0.063467,0.899670,0.911544
17483,162634.612,2.411728,0.325603,0.375796
17484,162647.328,1.903996,0.088653,0.095953
17485,162650.524,2.729060,0.602702,0.632516
17486,162656.900,3.554125,0.882651,0.879349
17487,162666.418,1.777063,0.090970,0.090099
17488,162679.198,0.126933,0.852402,0.863380
17489,162682.362,0.825065,0.673678,0.606447
17490,162695.095,3.427192,0.887216,0.850772
